ocid,title,agency,planned_budget_amount,award_start,award_end,tender_date,district,sector,source_ref
ocds-rw2stw-APFHHK-45/APF/NCB- RE Works/073/074/021,"Construction of Multi Story NCO Barrack, Commander Quarter with Dismantling Work Septic Tank & Soak Pit @ UNPTC Kakani","Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-01-22 20:00:00+05:45,Kathmandu,Other/Uncategorized,965
ocds-rw2stw-APFHHK-42/APF/NCB- RE Works/073/074/020,"Construction of Multistory JCO Barrack, Retaining Wall, Underground water Tank, High Point Duty Post, Septic Tank & Soak Pit@APF UNP TC Kakani","Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-01-22 20:00:00+05:45,Kathmandu,Water/Sanitation,966
ocds-rw2stw-APFHHK-37/APF/NCB Works/073/074/015,"Construction of Quarter Guard, Shed Type Barracks, Store cum Mess, Retaining wall, Toilet, Septic Tank & Soak Pit@Kanachajanga Gulma","Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-01-22 20:00:00+05:45,Kathmandu,Water/Sanitation,990
ocds-rw2stw-APFHHK-41/APF/NCB- RE Works/073/074/007,"Construction of Multistory Barrack, Retaining wall, Septic Tank & Soak Pit@UNP TC Kakani","Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-01-22 20:00:00+05:45,Kathmandu,Other/Uncategorized,994
ocds-rw2stw-APFHHK-38/APF/NCB Works/073/074/016,"Construction of Quarter Guard, Shed Type Office & Quarter, Shed Type Barracks, Store Cum Mess, Retaining wall, Toilet, Septic Tank & Soak Pit.@Gulma Gulmi","Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-01-22 17:00:00+05:45,Kathmandu,Buildings/Facilities,1003
ocds-rw2stw-APFHHK-34/APF/NCBWorks/073/074-001,"Construction of Multistory Band Hall,Extension of Floor on Tennis Court Building, Construction of Septic Tank & Soak Pit.","Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-01-22 14:02:00+05:45,Kathmandu,Buildings/Facilities,970
ocds-rw2stw-DDOL-12396/DUDBC/Lalitpur/Works/NCB/03/074/75,Construction of Chapagaun Bus park ,"DUDBC DIVISION OFFICE, LALITPUR",,,,2018-07-15 00:00:00+05:45,Lalitpur,Other/Uncategorized,1704
ocds-rw2stw-2DROL-12101/DROLTP-09-30/074/75,Construction of Hanumante Manohara Dovan Bridge(RC Deck with precast Beams of two span),208 Division Road Office Lalitpur,,,,2018-06-25 00:00:00+05:45,Lalitpur,Roads/Drainage,564
ocds-rw2stw-CLPIUENRA-11977/ESRP/NRA/CLPIU/NCB/2074/075/Furniture/Lalitpur - 02,Furniture in Lalitpur District (ESRP/NRA/CLPIU/NCB/2074/075/Furniture/Lalitpur - 02),"Central Level Project Implementation Unit(Education), National Reconstruction Authority",,,,2018-06-20 10:00:00+05:45,Lalitpur,Electric/ICT,1406
ocds-rw2stw-GMOOTME-12024/GodawariMunic./BajrabarahiLalitpur/W/NCB/06/074/75,"Construction of office Building of  Godawari Municipality, office of the Godawari Municipal Executive, Bajrabarahi, Lalitpur .","Godawari Municipality, Office of the Municipal Executive,",,,,2018-06-19 06:00:00+05:45,Lalitpur,Buildings/Facilities,2429
ocds-rw2stw-PMC-12021/2074/075/PMC/01,"Construction of Science Building (Upto Ground Floor) at Patan Dhoka, Lalitpur",Patan Multiple Campus,,,,2018-06-19 00:00:00+05:45,Lalitpur,Buildings/Facilities,3972
ocds-rw2stw-2DROL-10879/DROLTP-08-28/074/75(Re),Construction of traffic safety structures at Satdobato-Godawari-Pulchowki Road,208 Division Road Office Lalitpur,,2018-07-05T13:10:33+05:45,,2018-06-13 00:00:00+05:45,Lalitpur,Roads/Drainage,553
ocds-rw2stw-2DROL-10877/DROLTP-08-27/074/75(Re),Construction of traffic safety structures at Lamatar-Lakuribhanjyang-Manedovan Road,208 Division Road Office Lalitpur,,2018-07-05T12:44:40+05:45,,2018-06-13 00:00:00+05:45,Lalitpur,Roads/Drainage,568
ocds-rw2stw-CLPIUENRA-9967/ESRP/NRA/CLPIU/074/75-LALITPUR - 07,Construction of Patan Secondary School Building Complex in Lalitpur District (ESRP/NRA/CLPIU/074/75-LALITPUR - 07) ,"Central Level Project Implementation Unit(Education), National Reconstruction Authority",,,,2018-05-18 10:00:00+05:45,Lalitpur,Buildings/Facilities,1443
ocds-rw2stw-2DROL-10885/DROLTP-08-29/074/75,Providing and fixing of cat's eye.,208 Division Road Office Lalitpur,,2018-06-12T16:07:42+05:45,,2018-05-18 00:00:00+05:45,Lalitpur,Other/Uncategorized,565
ocds-rw2stw-OORMEKL-10773/KonjyosomRM/Lalitpur/Works/NCB/01/2074-075,"Construction of Office Building for Konjyosom Rural Municipality at Chaughare, Lalitpur","Office of Rural Municipal Executive Konjyosom , Lalitpur",,,,2018-05-16 00:00:00+05:45,Lalitpur,Buildings/Facilities,3681
"ocds-rw2stw-MPRL-9295/Finishing Works of Barrack Block at Metropolitan Police Range, Lalitpur ",Finishing Work of Barrack Block,Metropolitian Police Range Lalitpur,,,,2018-05-15 12:15:00+05:45,Lalitpur,Other/Uncategorized,3221
ocds-rw2stw-2DROL-9747/DROLTP-06-22/074/75(Re),Supply of Construction materials,208 Division Road Office Lalitpur,,,,2018-05-15 00:00:00+05:45,Lalitpur,Procurement/General,600
ocds-rw2stw-DL-10416/DCC/DTO/Lalitpur/Works/NCB-01/2074/075,Construction of Nakkhu Khola (Sanu Ghatta) RCC Box Bridge at Godawari Municipalty-12 (Thecho) - Lalitpur Metropolitan City-22 (Bungmati),DDC Lalitpur,,,,2018-05-09 06:00:00+05:45,Lalitpur,Roads/Drainage,1834
ocds-rw2stw-2DROL-10337/DROLTP-07-25/074/75,"Road Improvement and upgrading works at Latighumti road,Lele mahatgaun section,Latighumti lubhu-godamchaur-Bishankhu Narayan-Godawari-Badikhel-lele-Chhampi-Bungmati Road",208 Division Road Office Lalitpur,,,,2018-05-08 00:00:00+05:45,Lalitpur,Roads/Drainage,548
ocds-rw2stw-2DROL-10298/DROLTP-07-23/074/75,Construction of RCC Bridge over Kotku Khola in Lalitpur.,208 Division Road Office Lalitpur,,,,2018-05-08 00:00:00+05:45,Lalitpur,Roads/Drainage,556
ocds-rw2stw-2DROL-10334/DROLTP-07-24/074/75,Construction of Hanumante-Godawari Dobhan RCC Bridge,208 Division Road Office Lalitpur,,,,2018-05-08 00:00:00+05:45,Lalitpur,Roads/Drainage,562
ocds-rw2stw-NSC-9244/ NCB/works/Squash- 74/75," Construction Of  Central Court Of Squash at Satdobato,Lalitpur  (Contract Identification No: NCB/works/Squash- 74/75)",National Sports Council,,2018-07-03T10:47:53+05:45,,2018-04-23 20:00:00+05:45,Lalitpur,Other/Uncategorized,3539
ocds-rw2stw-DDOL-9882/DUDBC/Lalitpur/Works/NCB/01/074/75,"Construction of Sewerage system in Lubu Buspark,Mahalaxmi Municipality-8, Lalitpur","DUDBC DIVISION OFFICE, LALITPUR",,,,2018-04-23 18:00:00+05:45,Lalitpur,Water/Sanitation,1702
ocds-rw2stw-DDOL-9893/DUDBC/Lalitpur/Works/NCB/02/074/75/b,"Preservation and Infrastructure Development of Naagdah Pokhari,Dhapasi Lalitpur Metropolitancity-23, Lalitpur","DUDBC DIVISION OFFICE, LALITPUR",,,,2018-04-23 18:00:00+05:45,Lalitpur,Other/Uncategorized,1717
ocds-rw2stw-UNPDC-9692/9/2074/2075,"Ticket house and store room at Jwagal, Lalitpur",United Nation Park Development Committee ,,,,2018-04-20 19:30:00+05:45,Lalitpur,Other/Uncategorized,4579
ocds-rw2stw-UNPDC-9691/8/2074/75,"Typical Nepali house, kiosks at Jwagal, Lalitpur",United Nation Park Development Committee ,,,,2018-04-20 18:00:00+05:45,Lalitpur,Other/Uncategorized,4581
ocds-rw2stw-UNPDC-9690/7/2074/75,"Changing room and water body at Jwagal, Lalitpur",United Nation Park Development Committee ,,,,2018-04-20 17:00:00+05:45,Lalitpur,Water/Sanitation,4580
ocds-rw2stw-UNPDC-9689/6/2074/75,"Main entry gate works at Jwagal, Lalitpur",United Nation Park Development Committee ,,,,2018-04-20 14:00:00+05:45,Lalitpur,Other/Uncategorized,4587
ocds-rw2stw-WSASDOL-9343/24/074/75 Lalitpur,Construction and Procurement work of Mulpani Shankhadevi Sahalagani Water Supply and Sanitation Project-Lalitpur,"Water Supply and Sanitation Division Office, Lalitpur",,,,2018-04-12 00:00:00+05:45,Lalitpur,Water/Sanitation,4796
ocds-rw2stw-CLPIUB-1888/11-2074/075,"Construction of Nepal Administrative Staff College,Jawalakhel,Lalitpur",Central Level Project Implementation Unit (Building),,,,2018-04-08 10:00:00+05:45,Lalitpur,Other/Uncategorized,1398
ocds-rw2stw-DOA-8730/PDRF-54/074/075,"Reconstruction work of Hyangrib Bhairab Temple, Bungamati, Lalitpur",Department of Archaeology,,,,2018-04-04 06:00:00+05:45,Lalitpur,Other/Uncategorized,1910
ocds-rw2stw-DOA-8657/PDRF-47/074/075,"Reconstruction work of Bajrabarahi Agachen, Chapagaun,Lalitpur",Department of Archaeology,,,,2018-04-04 06:00:00+05:45,Lalitpur,Other/Uncategorized,1919
ocds-rw2stw-DOA-8522/PDRF- 42/074/075,"Reconstruction Works of Pati and Structure for Placing 64 Linga,Baitarnidham, Mahankal-3, Lalitpur  ",Department of Archaeology,,,,2018-03-29 06:00:00+05:45,Lalitpur,Other/Uncategorized,1902
"ocds-rw2stw-GMOOTME-8291/Godawari Munic./Bajrabarahi, Lalitpur/ W/SQ/09/074/75","Construction   of  Cold store Chisyankendar, Ward No. -5 Lele . Contract Identification No:- Godawari Munic./Bajrabarahi, Lalitpur/ W/SQ/09/074/75.","Godawari Municipality, Office of the Municipal Executive,",,,,2018-03-26 06:00:00+05:45,Lalitpur,Other/Uncategorized,2391
"ocds-rw2stw-GMOOTME-8298/Godawari Munic./Bajrabarahi, Lalitpur/ W/SQ/11/074/75.","Construction   of  Panggau Ghuthi Building construction works. Contract Identification No:- Godawari Munic./Bajrabarahi, Lalitpur/ W/SQ/11/074/75.","Godawari Municipality, Office of the Municipal Executive,",,,,2018-03-26 06:00:00+05:45,Lalitpur,Buildings/Facilities,2399
"ocds-rw2stw-GMOOTME-8300/Godawari Munic./Bajrabarahi, Lalitpur/ W/SQ/13/074/75.","Construction   of  Godawari Water supply  Dam construction works. Contract Identification No:- Godawari Munic./Bajrabarahi, Lalitpur/ W/SQ/13/074/75.","Godawari Municipality, Office of the Municipal Executive,",,,,2018-03-26 06:00:00+05:45,Lalitpur,Water/Sanitation,2414
"ocds-rw2stw-GMOOTME-8293/Godawari Munic./Bajrabarahi, Lalitpur/ W/SQ/10/074/75.","Construction   of  Godawari Municipality-11  Ward office (kushlechaur )construction works. Contract Identification No:- Godawari Munic./Bajrabarahi, Lalitpur/ W/SQ/10/074/75.","Godawari Municipality, Office of the Municipal Executive,",,,,2018-03-26 06:00:00+05:45,Lalitpur,Buildings/Facilities,2427
"ocds-rw2stw-GMOOTME-8313/ Godawari Munic./Bajrabarahi, Lalitpur/ W/SQ/12/074/75.","Construction   of  Godawari  kund preservation construction works. Contract Identification No:- Godawari Munic./Bajrabarahi, Lalitpur/ W/SQ/12/074/75.","Godawari Municipality, Office of the Municipal Executive,",,,,2018-03-26 06:00:00+05:45,Lalitpur,Other/Uncategorized,2428
ocds-rw2stw-CLPIUENRA-8119/ESRP/MOE/CLPIU/074/75-LALITPUR - 06,Construction of Namuna Machhindra Secondary School Building Complex in Lalitpur District (ESRP/MOE/CLPIU/074/75-LALITPUR - 06),"Central Level Project Implementation Unit(Education), National Reconstruction Authority",,,,2018-03-23 10:00:00+05:45,Lalitpur,Buildings/Facilities,1462
ocds-rw2stw-NSC-7725/IFB No.:NCB-3/works/lawn- 74/75,"Construction of Lawn Tennis Hard Court At Satdobato, Lalitpur",National Sports Council,,2018-06-12T10:55:35+05:45,,2018-03-12 20:00:00+05:45,Lalitpur,Other/Uncategorized,3549
ocds-rw2stw-2DROL-7715/DROLTP-05-21/074/75,Supply of construction materials,208 Division Road Office Lalitpur,,2018-04-20T14:26:43+05:45,,2018-03-12 00:00:00+05:45,Lalitpur,Procurement/General,607
ocds-rw2stw-2DROL-7632/DROLTP-04-20/074/75,Materials supply for Thermoplastic Road Marking,208 Division Road Office Lalitpur,,2018-04-20T14:27:37+05:45,,2018-03-11 00:00:00+05:45,Lalitpur,Roads/Drainage,585
ocds-rw2stw-UNPDC-7659/NCB/UN PARK/4/2074/75,"Parking area, compound wall raising and walkway widening works at Jwagal, Lalitpur",United Nation Park Development Committee ,,,,2018-03-11 00:00:00+05:45,Lalitpur,Other/Uncategorized,4578
ocds-rw2stw-UNPDC-7580/UN PARK/3/2074/75,"Universal toilet and wall plaster work at Jwagal, Lalitpur",United Nation Park Development Committee ,,,,2018-03-11 00:00:00+05:45,Lalitpur,Water/Sanitation,4582
ocds-rw2stw-UNPDC-7672/NCB/UN PARK/5/2074/75,"Landscaping and beautification work at Jwagal, Lalitpur",United Nation Park Development Committee ,,,,2018-03-11 00:00:00+05:45,Lalitpur,Other/Uncategorized,4604
ocds-rw2stw-CLPIUENRA-7017/ESRP/MOE/CLPIU/074/75-LALITPUR- 05,Construction of 4 Schools’ Building Complexes in Lalitpur District,"Central Level Project Implementation Unit(Education), National Reconstruction Authority",,2018-07-24T14:03:19+05:45,,2018-03-06 10:00:00+05:45,Lalitpur,Buildings/Facilities,1461
ocds-rw2stw-2DROL-6897/DROLTP-/03-017/074/75,"Road Improvement Works on  Lalitpur Mountain Ringroad, Bhattedanda-Malta-Pyutar-Aasrang-Gimdi-Thulo Durlung-Gotikhel -Chameli Gupha, Lalitpur",208 Division Road Office Lalitpur,,2018-06-18T12:42:29+05:45,,2018-02-26 00:00:00+05:45,Lalitpur,Roads/Drainage,582
ocds-rw2stw-2DROL-6902/DROLTP-/03-019/074/75," Construction of Black top Road, Masonary wall & Drainage works on Sunakothi Chautara - Krishna Mandir, Nakhkhu Khola Road",208 Division Road Office Lalitpur,,2018-05-23T12:01:18+05:45,,2018-02-26 00:00:00+05:45,Lalitpur,Roads/Drainage,590
ocds-rw2stw-2DROL-6899/DROLTP-/03-016/074/75,Road Improvement and Rehabilitation Works on Chakrapath Balkumari-Tikathali Road ,208 Division Road Office Lalitpur,,2018-05-21T11:54:24+05:45,,2018-02-26 00:00:00+05:45,Lalitpur,Roads/Drainage,594
ocds-rw2stw-KDCSOL-5504/01 /074/075..,Procurement of Civil Works for Chassikot Park Construction LMC-25,"KVDA, District Commissioner's Office,Lalitpur",,,,2018-01-19 07:00:00+05:45,Lalitpur,Procurement/General,2811
ocds-rw2stw-KDCSOL-5506/01 /  074/  075  ,Procurement of Civil Works for the construction of Dashi Pokhari Mahalaxmi Municipality,"KVDA, District Commissioner's Office,Lalitpur",,,,2018-01-19 07:00:00+05:45,Lalitpur,Procurement/General,2813
ocds-rw2stw-KDCSOL-5505/01/074 /075..,Prucurement of Civil Works for Construction of Chundevi Park at LMC,"KVDA, District Commissioner's Office,Lalitpur",,,,2018-01-19 07:00:00+05:45,Lalitpur,Other/Uncategorized,2814
ocds-rw2stw-KDCSOL-5441/01/  074/  075 ,Hattiban Conservation Work at LMC-23,"KVDA, District Commissioner's Office,Lalitpur",,,,2018-01-19 07:00:00+05:45,Lalitpur,Other/Uncategorized,2826
ocds-rw2stw-NPAAFCHL-3118/NPAFC/G/NCB/2074-75/01,Supply and Delivery of Agro Equipment,"National Pasture and Animal Feed Center, Hariharbhawan, Lalitpur",,,,2018-01-17 10:00:00+05:45,Lalitpur,Procurement/General,3472
